,text,affect
347,"Wow... One of my dads top favorite throwback rappers just died in a fiery car crash today in Atlanta, so sad so sad 😷😷",anger
348,Undifferentiated otherwise patent closest patron braininess ideas that incense the offensive lineman: wHYaNEWG,anger
349,"tbh amy i don't know why you need to sort your life out, it's looks like your having a great time' thanks tiff 😂💜",anger
350,Feel the wrath of my air-dropped pamphlets!,anger
351,"Okay you've annoyed me, you haven't done a good job there at all. ",anger
352,"Okay you've annoyed me, you haven't done a good job there at all. #furious",anger
353,Now that the n word is normalized by the media? Just wow. No words for this . No. Words. For . This. Frog been boiling in the pot via media.,anger
354,#IndiaMissingIndira that she could never solve Kashmir Problem and kept it burning for Vote Bank\n#TerrorStatePak,anger
355,Don't chase fame\nif you're going\nto resent it\nwhen it starts\nchasing you'\nWRDSMTH,anger
356,"I either look like a raging bitch, or I'm obnoxiously laughing at something not that funny. I don't think there's any middle ground.",anger
357,"Being #relentless is absolutely the only way to success. Never, ever, ever give up!",anger
358,I'm not use to getting up early asf this shit goin irritate me.,anger
359,Men in rage strike those that wish them best.  #emotions #negative #positive #wish #strike #martial #arts #control #believe #best #hope,anger
360,Extremely bitter about the fact that the Subway in Robart's has been replaced with a low-rent version of Chipotle,anger
361,"Ultimately, #KeithScott wasn't the man they were there to hand an arrest warrant to. That's what we know. That's enough to cause outrage.",anger
362,Look what we have available in store now!!!\n\nLiquid incense for those who can't burn sticks or cones or have smoke in they home!!!!,anger
363,Honestly fuming,anger
364,Everyone is raging,anger
365,Connie's fuming at Bake Off and went 'fuck this I'm starting on the vodka',anger
366,No respect for people who force their opinions on to others yet get offended when someone does the same to them 😂,anger
367,🏆 #Success is the best #revenge. Whatever you're thinking about doing ... do something better. ⭐️⭐️⭐️⭐️,anger
368,"James: no 500k, no 50k, no 25k, no 10k. You fucked up. #bb18 #bitter  #shouldofVotedforNicole",anger
369,"James: no 500k, no 50k, no 25k, no 10k. You fucked up. #bb18  #shouldofVotedforNicole",anger
370,These people irritate tf out of me I swear 🙄 I'm goin to sleep ✌🏾️,anger
371,"Probably gonna end up seriously poorly at some point soon, so tired, and go from freezing to boiling in the space of seconds",anger
372,"me: wow today's such a good day \n*an hour later: burns food, gets sick, spills boiling hot water on myself*\nme: never mind",anger
373,Blood is boiling,anger
374,i already gets aggravated too fast like why aggravate me on purpose?,anger
375,#Azerbaijan #Baku Azerbaijan to prevent another Armenian provocation in Russia,anger
376,I heard Movie Bob was furious about the Skittles analogy. He was upset that there wasn't actually any Skittles.,anger
377,Who the hell is drilling outside my house?! Literally got to sleep at half four after a busy shift and these twats have woken me up ,anger
378,Who the hell is drilling outside my house?! Literally got to sleep at half four after a busy shift and these twats have woken me up #fuming,anger
379,10 minutes with an incense and all I get is 2 Rattatas. 😂#PokemonGO,anger
380,Joes gf started singing all star and then Joe got angry and was all sing it right and started angrily singing it back at her,anger
381,#BB18 Michelle crying  again #shocking #bitter He's  just not that into you 😢#TeamNicole,anger
382,"And Republicans, you, namely Graham, Flake, Sasse and others are not safe from my wrath, hence that Hillary Hiney-Kissing ad I saw about you",anger
383,just waggled my eyebrows up and down at the baby and she burst out laughing i love her haha,anger
384,Ive always wondered how long Angelina put up with Brad's crap. Not gon lie 😐 ,anger
385,Ive always wondered how long Angelina put up with Brad's crap. Not gon lie 😐 #bitter,anger
386,You boys dint know the game am I the game... life after death... better chose and know who side you on before my wrath does come upon us😤😤😤,anger
387,Changed my clothes at work and had my pre-workout..  In route to the gym and there is traffic all over - pre workout kicking in.. #rage,anger
388,Changed my clothes at work and had my pre-workout..  In route to the gym and there is traffic all over - pre workout kicking in.. ,anger
389,I just killed a spider so big it sprayed spider guts on me like a horror movie.\n #ugh ,anger
390,"Don't be offended,\nI'm just doing something that,\nGives your life more hurts.\n\n#haikuchallenge #offend #poetry",anger
391,"Don't be offended,\nI'm just doing something that,\nGives your life more hurts.\n\n #haikuchallenge  #poetry",anger
392,I can't have a dog in my flat! Literally no reason either! Sorry potential doggie! #landlords #doglover #sad #angry #rescuedog #dog ;_;,anger
393,#ParentsofAddicts: let #wellness be your #revenge! -Al Anon speaker,anger
394,I swear I got anger issues but my heart big AF...,anger
395,"as someone that's struggled w EDs since i was 7y/o, i resent everyone who's making a spectacle of a certain youtuber who has severe anorexia",anger
396,"I just poured boiling water on my foot.. now my cup of tea is less enjoyable, but worse my football career is foiled.",anger
397,Janice Griffith snap story  😍😍😍,anger
398,I'm much to full of resentment,anger
399,That last #madden commercial 😆😆😆😆😆😆 #TNF,anger
400,whenever i pout i just want Adrian to appear and tell me to stop pouting or else,anger
401,Stk is expensive but i'f rather take a bigger female there than tiff. You all see how slim she is and how she loves to eat.,anger
402,"I think it's time to change my #irate motif, now that #TalkLikeAPirate Day is over, but...Pirate Minion is so cute, I don't want to. 😟",anger
403,You ever just be really irritated with someone u love it's like god damn ur makin me angry but I love u so I forgive u but I'm angry,anger
404,ramos does what he does best burning haters with his head,anger
405,not near my kitchen so unfortunately I cannot do a cooking snap series 🍳,anger
406,"Does Bret have a point? Cena, Balor, sting...",anger
407,revenge,anger
408,This makes things easier and compact and less fiery or burdened by the weight of sexuality. One releases in the transmutation,anger
409,Just love Matthew Parris! Political rage is good!,anger
410,I'm not sure if burning and looting really can positively impact a community,anger
411,The book im riteing about wots happond has made them moor angry but im not here to plese man or hide the eval deeds of some,anger
412,Every day I think my #house 🏡 is #burning 🔥 but it's always just my neighbor burning their #toast! 😷😡🍞,anger
413,Professor: introduce yourselves and say one interesting fact\n\nHi I'm Ethan and the Sun will engulf our planet in a fiery explosion one day,anger
414,He who is affected by an insult is infected by it.,anger
415,You insult the late Sherri Martel,anger
416,Seeing double am so tired but I always grudge getting off my phone at night 🙄,anger
417,maps by the yeah yeah yeahs came on the radio today and i almost burst into tears,anger
418,Stupid people piss me off...busted my ass...and my coworker takes off with all the tips...thnx for nothing #angry #thatsmyluck,anger
419,Stupid people piss me off...busted my ass...and my coworker takes off with all the tips...thnx for nothing  #thatsmyluck,anger
420,"But if you wish to live bitter because your guilty conscience made you think it applied to you as well then that's on you, I'm not sorry💁🏻😊",anger
421,Can we get a shot of Lingys face at 1/4 time ? Pretty sure it would be more red then his hair #fuming #pretendinghesok #ruok #AFLCatsSwans,anger
422,Can we get a shot of Lingys face at 1/4 time ? Pretty sure it would be more red then his hair  #pretendinghesok #ruok #AFLCatsSwans,anger
423,kenny - where were you born\nme - washington\nkenny - you fucking liar you were born in the fiery pits of hell,anger
424,I am their fury. I am their patience. I am a conversation.,anger
425,"i swear to god the worst drug is loving someone. physical withdrawals aren't that bad, emotional withdrawals sting a little more",anger
426,He's mixing it up pretty well..using that slider pretty affective so far #thebabybombers #yankees #offense,anger
427,He's mixing it up pretty well..using that slider pretty affective so far #thebabybombers #yankees ,anger
428,ya girl is #bitter,anger
429,ya girl is ,anger
430,Another loss to city in the cup next 🙈 😂😂 cmon united! #revenge,anger
431,Another loss to city in the cup next 🙈 😂😂 cmon united! ,anger
432,Stuck in a infuriate scrum about hegemonists.  #scrum #scrum #Stuck,anger
433,Stuck in a infuriate scrum about hegemonists. #infuriate #scrum #scrum #Stuck,anger
434,Boy oh boy! our weekday schedule is crazy! But no matter how tired I am I do whatever it takes to keep the smile on Kai's face from a frown,anger
435,Like he really just fucking asked me that. ,anger
436,Like he really just fucking asked me that. #offended,anger
437,Who allowed Pereira to start taking all the set pieces? fuming,anger
438,So fucking mad my blood boiling.,anger
439,I be trying to not stay playing madden and 2k 17 but its just so addictive 😭😭,anger
