,text,affect,Unnamed: 2,Unnamed: 3
477,"My babe is MIA ; think my crying earlier, caused stress ... hope he didn't go out &amp; do something dumb ",fear,,
479,Oh I just got home and find out that I could of gone to the surprise at 3:30 :| ,sadness,,
480,I hate the Dentist...With a passion...,fear,,
481,wake up in the morning eat some flakes buck up go to work for poverty wages send your kids to #FEAR war get sick go broke repeat.,fear,,
482,"If u fly off the handle easily and for silly reasons, you have Issues get help! Temporary solutions seldom work!",anger,,
484,Problem with most mission kids is that they only care about themselves. ,anger,,
485,If I have time to tweet in line fuck sakes woman you're taking too Dam long. Just strip down put it on and I'll tell you . ,anger,,
487,This sound guy is so fucking fired.  ,fear,,
488,Regrets not buying a raf fair isle this season ,sadness,,
489,&quot;Anger and intolerance are the twin enemies of correct understanding&quot;    ,anger,,
490,That awkward moment when you feel like you've killed a good conversation.. :/,sadness,,
491,"Goodbye snow, here's the rain ☔ ",sadness,,
492,Can't believe that we have to go back to school tomorrow.... #ruinseverything,sadness,,
494,Value and source of  we know  God knows  of the #Lord  Job 28 #RCCAtlBible,fear,,
495,What is a mid season finally and why is The Walking Dead doing it? ,sadness,,
496,Don't bury your until you've killed it. When you bury &quot;living anger&quot; it functions as a seed &amp; grows into a Bitterness Tree.,anger,,
497,"You know that scary realization you are not going to make it until your next paycheck? Yeah, that. Payday is a painful 13 days away. ",fear,,
498,rest in the bosom of a FOOL!,anger,,
499,people let high school change them way too easily. ,sadness,,
500,No Pan Am tonight... T. Swift is super awkward btw.. #weird,sadness,,
501,Hopes &amp; dreams were crushed...push me down some stairs...now -___- #depression Why mess with my head?!!?,sadness,,
503,At home sick and today is the day they decide to test the fire alarms in my apartment building  ,anger,,
504,"My roommates hate me. They took away my nap. I am always kind, and this is what happens. This is detrimental to my day.  ",anger,,
505,Better get my butt to bed. No sleeping in tomorrow. ,sadness,,
507," has a broken thumb on throwing hand. Out 6-8 weeks, exams/likely surgery tomorrow.  #depression",sadness,,
508,I look at her pictures every night. I miss her so much. Why did I do this. ,sadness,,
509,Arrrhhh this poor excuse for a laptop is getting on my tits!!!!!!! Going jail for killing a laptop....... Whats the years?!! ,anger,,
510,Not a good few days by any means  #sadness #heartbreak never felt so alone in my entire life compared to right now…. #wtf #fml,anger,,
511,My monopoly ticket things from McDonalds expired :(,sadness,,
512,Hahaha! He is prolly ordering Rock Bitch right fucking now. ,disgust,,
517,I think I will be reduced to tears at Westlife's farewell tour next year :( ,sadness,,
518,This awkward moment that you woke up happily then ended up annoyed and sad with a fight with him. ,sadness,,
519,Listening to Wiz Khalifa makes it feel like summer again ,sadness,,
520,Bringing my computer to the computer doctor :( Hopefully I can take it home tonight!  ,sadness,,
522,&lt;---- My awesome theme for me solo piece :) &lt;---&gt; :(,sadness,,
523,All I listen to lately is mayday parade.  ,sadness,,
524,GUYS! On the TV guide it said on the spot was on so I of course clickes but it WASNT! ,sadness,,
525,I turn and I see nobody but my shadow still keep my heart asking wTF.a nicca just got paranoid over his own dark side.not! GOD lives,fear,,
526,"3 days in Bed &amp; z current situation could only bring  #Tears #Heartaches #Nightmares,I hope i wont commit a Suicide..",sadness,,
527,..checking your phone in the washroom and accidentally dropping it in the toilet...lol,fear,,
529,remember this &quot;we took your land thanks so much&quot; day that we're winning the war on terror by an AMAZING margin but keep your up people,fear,,
533,You know you're getting old when your baby brother starts driving ,sadness,,
535,"En 2007, Bayrou a dû attendre janvier pour avoir un sondage le mettant au-dessus des 10 %. Pour 2012, il y est déjà. ",fear,,
536,I don't even feel sorry for you. Prick.   ,anger,,
538,"Well the birthday surprise was a fail, that professor has chronic bitch face. We freaked, ran in, threw her gifts at her then ran out. ",fear,,
539,constant growth...no reason to that or say #nonono to that,fear,,
540,Ate someone elses pizza... A mom &amp; two young kids reading. They are without power... We feel bad... #pizza,sadness,,
541,Going to be a long long day in work. Also not looking forward to these photos from last night ,fear,,
542,"sometime I don't even have to talk to my kids, I give them certain looks and they know exactly what to do..... ",fear,,
543,their are spies everywhere but the fruits are so big and the land have giants...but the lord told you to take the land but you have ,fear,,
544,"There should be a law saying a girl should never weigh more than her boyfriend, I mean how do you work with that ",sadness,,
545,I hate trucks. I hate truckers. Omg. I hate trucks. ,fear,,
546,WHY cant u get normal chocolate M&amp;Ms at the cinema anymore?! ,anger,,
549,Shit's keeping me from watching Dexter. #Fury,anger,,
550,That last sip of Starbucks Breakfast Blend... ,sadness,,
551,That feeling of being LIED to then hearing another LAME LIE when you ask about the first LIE!!! ,disgust,,
552,Deactivated the  account from my device. No longer tweeting for the program. It really is over. ,sadness,,
553,Missing you lots already Soumya Jain! Can't wait till you're done your degree and en route back home forever! ,sadness,,
554,Mi primo kiere ligar con una bolsa de dulces de rapunsel en la mano ,disgust,,
555,"The children of Israel remained in the desert for 40 years, because they wouldn't trust God.  What is doing to your future?",fear,,
556,Funny how some of my friends geek out with guys who are &quot;loaded&quot; (Definition of loaded to them: type of car the dude drives).. HA! ,sadness,,
557,sitting here sober when other people are drunk ,sadness,,
559,"Sad day, just got denied indoor  ruined my life for the next like 2 weeks",sadness,,
561,"Missing my boyfriend, my family, and friends really bad tonight. ",sadness,,
562,hanging out with my mom and meme :) all that's missing is cals! ,sadness,,
563,still feeling a lil down..its crazy how you are not here any more and all im left is memories,sadness,,
564,It is sad that my favorite part of the NBC tour in NY was taking a photo of the 30 Rockefeller Center sign on the wall outside. ,anger,,
565,Iv used my monthly allowance of Internet data apparently :S WTF now my iPhone is been proper slow! an cant connect to wifi.. ,anger,,
567,Damn I wish Saints Row 2 had a greaser gang ,sadness,,
568,Why Would you compare yourself to global warming -.- ,sadness,,
569,"Cannot concentrate on what I should be  - need to burn off pent up = one #erotic #paranormalromance #shortstory, coming up...",anger,,
571,We RESENT abusive behavior. We especially struggle w/those who demand both OUR FORGIVENESS &amp; THEIR RIGHT 2 stay the same. ,anger,,
572,I'm so scared! Is this really how life forces certain circumstances on people? It's so hard. #confused #faith,fear,,
573,How the hell did Harry M leave at the same time as Harry H  not even gonna bother watching the final next week ,anger,,
575,"If you say your not scared of anything , it's a lie .. is in everyone .. But you have to fight it .. Because , beyond fear is #victory",fear,,
576,His phone is turned off now :( I won't get to talk to him until his brother gets home so he can use his phone. ,sadness,,
577,"Genghis Khan, Adolf Hitler, Benito Mussolini, Napoleon Bonaparte and LaToya Jackson all share a common of cats.",fear,,
579,"io oggi dovevo semplicemente fare l'albero,perchè mi ritrovo a dover rimettere in ordine camera mia? ",sadness,,
580,NVR GO tO BEd MAd. StAY UP &amp;&amp; FiGHt LOl. ,anger,,
581,I really wish I had my long hair back #growgrowgrow,sadness,,
582,repercussion when you go back to  on holiday. rules. educating ourselves is important. Think..it is not illigal yet!,fear,,
583,"WTF PHILLIPS, I UNDERSTAND THIS SHIT, WHY DO YOU KEEP FUCKING FAILING ME ON EVERYTHING? #NOWIHAVEAFUCKINGC",anger,,
584,The Lord will  you from all evil; he will  your Life& Psalm 121:7 God is a  walk no evil for YOU are being #Kept!,fear,,
585,"Es en noches asi q lo unico q quiero es hablar con una amigaaaa, y nadie quiere, nadie atiende, lo q sea. Me fui a ver awkward. :( ",sadness,,
587,"I miss middle school:( dancing at those multicultural shows, getting to spend the whole day with my best friend ",sadness,,
589,How some people live with the choices they have made is beyond me ,disgust,,
590,Party game! Only one more day in drama  ,sadness,,
591,Thought i saw cory monteith at the bus stop. It wasnt him. ,sadness,,
592,"Dammit, I wish my friend was my girlfriend :/ Why can't she be bi or something ",sadness,,
593,"And the of the #LORD fell on all the kingdoms of the lands that were around #Judah, so that they did not make war against Jehoshaphat.",fear,,
594,Taking a break from weed for a bit. ,sadness,,
595,I'm about to eat Taco Bell for the first time in over 10 years. ,fear,,
596,The pole of light outside my window is shaking violently.  ,fear,,
601,Throwing away opertunaties that I can't afford to throw away. My own fault. ,anger,,
602,That was a good game wish the dolphins won though lol ,sadness,,
603,Gay marriage isn't legal yet and I found out my ex is already engaged. #envy #dieinafire,sadness,,
604,Received a sad news from overseas.I will miss you Tita Sarah.Thanks for loving us. U are safer there now w/o all d pain.  ,sadness,,
606,So much for losing something.. Going to fat burger for dinner with dad   ,sadness,,
608,"if you are &quot;addicted to sex&quot;  &quot;omg i'm so horney&quot; and have a picture of yourself naked on twitter, you are not allowed to follow me ",disgust,,
609,The  Saga Soundtracks: Ruining indie music by exposing it to fake teenage fangirls since 2008! ,disgust,,
610,F.E.A.R. = False Evidence Appearing Real   ,fear,,
611, was 9 for 20 and no passing tds. How does that encourage his rabid cult following? ,disgust,,
613,"Right about now I wouldn't mind feeling like an idiot for getting mad when there was nothing wrong, but I know better. ",disgust,,
614,"If Justin Bieber performs at the Sugar Bowl this year, I've lost all hope in humanity  # JustinDweeber #signoftheapocolypse",anger,,
615,"Read through all 100 issues of Ultimate X-Men, man was that series cut short our what! Ultimatum really screwed these guys over. ",sadness,,
