,text,affect,sentiment
1952,"No, no, you can't, you can't, okay, you can't, you can't buy her pearls, you just can't, you can't, you can't.",fear,negative
1953,What is the thing?,sadness,negative
1954,"Okay. I went down to the Mattress King' showroom and, and I saw Janice, kissing her ex-husband.",sadness,negative
1955,"Well she, she wouldn't do that, she's with, she's with me.",sadness,negative
1956,I'm telling you it's like watching Bambi learn how to walk.,anger,negative
1957,I really wish that you wouldn't.,anger,negative
1958,"Hey Chandler, you can't keep your hands off her for one second!",anger,negative
1959,Oh crap!,anger,negative
1960,A $200 an hour electrician couldn't figure out what it did.,sadness,negative
1961,I've had seven pretty serious shocks.,sadness,negative
1962,I officially give up.,disgust,negative
1963,See? I'm doing it. I am totally doing it.  I lost it.,anger,negative
1964,Are there no conscious men in the city for you two?,sadness,negative
1965,"Yeah, we-we feel kinda responsible.",anger,negative
1966,I can't believe you said woowoo. I don't even say woowoo.,disgust,negative
1967,"C'mon, she's your mom!",anger,negative
1968,"Yeah, well, you wouldn't think it was cool if you're eleven years old and all your friends are passing around page 79 of 'Mistress Bitch.'",disgust,negative
1969,You can't put your cigarette out on a tree!,anger,negative
1970,No but you shouldn't! Don't ever do that again.,anger,negative
1971,I won't!  Until I have my next cigarette.,anger,negative
1972,Hold it!  N.Y.P.D! Freeze punk!,anger,negative
1973,Yeah that's right you are so busted.  Book 'em.,anger,negative
1974,"Save it Red! Unless you wanna spend the night in the slammer, you apologize to the tree.",disgust,negative
1975,You apologize to the tree right now or I am calling for backup.   Backup! Backup!!,anger,negative
1976,I-I'm sorry! Sorry.,fear,negative
1977,Shh! Get me out of here.,fear,negative
1978,"Joey comeI can't believeI bring you here to see the Bapstein-King comet, one of nature's most spectacular phenomenon, and all you care about are bugs stuck in tar and-and some woman!",anger,negative
1979,Joey!,anger,negative
1980,What?! All rightHey! Don't look at me! You're the one who wanted to come up and look for some stupid,anger,negative
1981,"It's called the Bapstein-King comet, okay?  Hey! Hey! Bapstein was a very well respected astronomer!",anger,negative
1982,"Oh, look! Acting for Beginners! Want to feel good about yourself?",fear,negative
1983,"Yeah, this was a stupid idea.",disgust,negative
1984,What is she trying to kill me?,anger,negative
1985,You're driving me crazy with that!,anger,negative
1986,Don't stop! Move the bowl further away! Ross could make that shot!,anger,negative
1987,"Well, you suck! But at least you suck at a man's game now.",anger,negative
1988,You are really frightening me.,fear,negative
1989,"Somebody wanna help me, tryin' to rip out my heart.  Uh, that's great.  Anybody seen a nipple?",fear,negative
1990,But they're not here yet!,fear,negative
1991,"Oh, god.",fear,negative
1992,"No I meanNo not you, not you, youyou",fear,negative
1993,"I'm sorry, so umm, so where are we?",sadness,negative
1994,No?,anger,negative
1995,"Hey, look, this name has been holding me back my entire life.",anger,negative
1996,You got problems because of you!,anger,negative
1997,Not your name!,sadness,negative
1998,"All right, this has got to stop!",anger,negative
1999,Chandler is a great name!,anger,negative
2000,"In factyes,  I'm, I'm sorry.",sadness,negative
2001,"Look, I just saw my best friends brains smeared across the canvas, that's not gonna be me, not me.",sadness,negative
2002,"Uh, a little bit. She-she-she walked in and I thought she was you and I kissed her and",fear,negative
2003,Well I was just so excited to see you.,sadness,negative
2004,Oh. Ew! Ew! Ew! Ugh! Y'know what? This is too weird.,disgust,negative
2005,No-no it's not!,sadness,negative
2006,I don't want to lose you!,fear,negative
2007,It's-it's like I was saying to Ursula when I was making love to her and I thought she was youYeah it is too weird.,sadness,negative
2008,So I guess this is it.,sadness,negative
2009,Yeah.  Maybe it's for the best. You smell just like her.,sadness,negative
2010,"Yeah, so do you.",anger,negative
2011,Manhattan does not have enough stores.,sadness,negative
2012,"Okay, we have to talk. I'm just getting out of a very serious relationship",sadness,negative
2013,"I know! And I'm just getting out of a marriage, I mean talk about meant to be!",fear,negative
2014,"Oh, too soon, too schmoon. Face it honey, I am not letting you get away this time.",sadness,negative
2015,"I hear ya.  But! Unfortunately, my company is transferring me overseas!",disgust,negative
2016,"Okay, could you just stop talking for a second?  Yemen. That's right, yes, I'm being transferred to Yemen!",anger,negative
2017,When?,anger,negative
2018,"Ugh, well I will just have to soak up every once of Chandler Bing until that moment comes.",sadness,negative
2019,"But lately all the guys I meet seem really nice at first, then they turn out to be the biggest jerks.",sadness,negative
2020,You do attract some stinkers.,sadness,negative
2021,Of course! Joey wouldn't let you have one?,sadness,negative
2022,"No. When it comes to sweets, he's surprisingly strict.",sadness,negative
2023,"No, no, I keep trying, y'know?",anger,negative
2024,"I can get out, ""Joey, I have too"" but then I lose my nerve and I always finish with, ""go to the bathroom.""",sadness,negative
2025,"You see that guy? He's in classics now, but y'know as soon as we leave he's going straight to the porn.",disgust,negative
2026,Me too.,anger,negative
2027,"Hey, it's your Thanksgiving too, y'know, instead of watching football, you could help.",anger,negative
2028,"Well, John McClane had plans!",anger,negative
2029,What are you talking about? Bitch.,anger,negative
2030,"I can't prove    it yet, but when I do, you'll be going to jail for murder.",anger,negative
2031,I don't care if you    are my brother.,disgust,negative
2032,Stop going through my stuff !,anger,negative
2033,"I just wanted to let you know I've changed my mind: I'm gonna    do it, I'm gonna kiss Joey.",anger,negative
2034,"No, you can't! Friends hooking up is a bad idea.",fear,negative
2035,"Please, what about you and Chandler?",anger,negative
2036,That's different! I was drunk and stupid!,anger,negative
2037,Well hello !,anger,negative
2038,"I could, I could but I don't want to! I want to kiss Joey!",anger,negative
2039,Just being friendly.,anger,negative
2040,"Joey, honey, I don't think you're supposed to go back there.",anger,negative
2041,Don't wink at me. And put on your apron.,anger,negative
2042,"Okay, but I don't see you asking any other paying customers to put on aprons.",sadness,negative
2043,I can't believe this! This is like the worst night ever!,anger,negative
2044,"This is crazy! I mean, it's such a stupid argument. I don't even wanna see Richard again.",sadness,negative
2045,He's probably up in your room!,sadness,negative
2046,Tell him that you're sorry and that you love him.,anger,negative
2047,"IRachel, you can't go! Ross loves Emily!",fear,negative
2048,"Yeah, I know, I know, I know he does.",fear,negative
2049,But I have to tell him how I feel!,sadness,negative
2050,That's not why you're going!,sadness,negative
2051,"You're going because you hope he's gonna say, ""Yeah, I love you too, Rach.",sadness,negative
2052,"Forget that British chippy.""",sadness,negative
2053,No!,sadness,negative
2054,Because he's in love with the British chippy!,sadness,negative
2055,"Look, Rachel, if you go, you're just gonna mess with his head and ruin his wedding!",anger,negative
2056,"Y'know, it's too late!",anger,negative
2057,You missed you're chance!,sadness,negative
2058,"I'm sorry, I know this must be really hard, it's over.",sadness,negative
2059,"Y'know what? No. It's not over until someone says, ""I do.""",anger,negative
2060,"I've ah, I've recently learned what's it like to be on your side of it, and I'm sorry.",sadness,negative
2061,"So, do you think you can forgive me?",sadness,negative
2062,Hey!,anger,negative
2063,Uhh… I think I just got engaged.,fear,negative
2064,I  like to think of myself as the puppet master of the group.,sadness,negative
2065,And you really think this is a good idea?,sadness,negative
2066,I just don’t know! It just doesn’t feel right.,sadness,negative
2067,"Oh, that is so unfortunate.",sadness,negative
2068,"Oh, maybe these'll taste a little like your grandmother's.",anger,negative
2069,Would she?  You ate my candy bar!,anger,negative
2070,"Oh God, I hate my job, I hate it, I hate my job, I hate it.",disgust,negative
2071,"I know honey, I'm sorry.",sadness,negative
2072,"Oh, I wanna quit, but then I think I should stick it out, then I think why would such a person stay in such a demeaning job, just because it's remotely related to the field they're interested in.",sadness,negative
2073,"Oh honey, come on, I'm sorry, I didn't....",sadness,negative
2074,"I don't mind paying my dues, y'know, its just how much am I gonna learn about fashion by walking Mira, the arthritic seamstress, to the bathroom.",disgust,negative
2075,Hi! Is my misery amusing to you?,anger,negative
2076,"I'm sorry, I wa, I wa, I was just ah....",fear,negative
2077,"It's not funny, this is actually my job.",anger,negative
2078,"He's coming. Be cool, be cool, be cool.",anger,negative
2079,We are not going to whistle.,anger,negative
2080,No!,anger,negative
2081,No!,anger,negative
2082,"Either eat it, or be in it.",anger,negative
2083,"I'm torn, between my integrity and my desire to avoid a beating. But I must be honest, your soap is abysmal.",disgust,negative
2084,"I'm so bored! Stupid rain, we... we can't do anything.",sadness,negative
2085,We can't. We're not pharmacists!,sadness,negative
2086,"We heard about your pants, I'm so sorry.",sadness,negative
2087,This year was supposed to be great!,anger,negative
2088,"But, it's only the second day and I'm a loser with stupid leather pants that don't even fit!",disgust,negative
2089,"No. No, you're not a loser.",sadness,negative
2090,Look at me!,anger,negative
2091,"Oh, be-because of the leather pants.",sadness,negative
2092,"No you didn't. You said you would, but you never did!",anger,negative
2093,"Oh, please!",disgust,negative
2094,"No, Mike, I don't want to kill him!",anger,negative
2095,"I thought we were just gonna    capture him and, and you know, set him free in the country side where he can    maybe meet a friendly possom and a wisecracking owl.",sadness,negative
2096,Bob?,fear,negative
2097,Bob!,sadness,negative
2098,Robert!,anger,negative
2099,"Oh my god, we killed Bob!",sadness,negative
2100,"Hi Ben! So you wanna be an actor huh? I gotta tell ya, it's no picnic. There's tons of rejection.",sadness,negative
2101,"Yeah, but he waited until the last minute!",anger,negative
2102,"So if I said yes, he would know I had nothing better to do than wait around for an invitation to his stupid party.",anger,negative
2103,"I said, ""No!""",anger,negative
2104,Great. So the ball is in his court?,anger,negative
2105,Ball? There is no ball.,anger,negative
2106,Oh great! That,anger,negative
2107,It's over.,sadness,negative
2108,"Oh, was it awful?",sadness,negative
2109,"Well, it was loong.",sadness,negative
2110,"Anyway, she didn't want to stay.",sadness,negative
2111,The waiter carried the breadsticks in his pants!,anger,negative
2112,"But I stand by my review, I know food and that wasn't it.",disgust,negative
2113,You're marinara sauce tasted like tomato juice!,disgust,negative
2114,You should serve it with vodka and a piece of celery.,disgust,negative
2115,"Hey! I'm proud of that sauce, it's delicious.",anger,negative
2116,"Hand me those tomatoes, I'm gonna show you what it should taste like! Come on, hand me them.",anger,negative
2117,Ohh. Uh-huh. Uh-huh.  You'll get your turn!,anger,negative
2118,Nothing!   This is not over!,anger,negative
2119,No! No! No!,anger,negative
2120,"I was up all night writing this really nasty letter to Emily! It was perfect and now it's all covered in-in  Actually, thanks!",sadness,negative
2121,"Uh actually, I think I'm gonna skip it.",sadness,negative
2122,"Yeah, I'm gonna stay and read my book. I just wanna be alone right now.",sadness,negative
2123,Ross! You gotta stop! Okay?! You can't just stare through the peep hole for three hours! You're gonna get peep eye!,anger,negative
2124,I knew it!,anger,negative
2125,I always knew she liked him!,anger,negative
2126,"Y'know, she'd say no, but here we are!",anger,negative
2127,"We just broke up, first thing she does!",anger,negative
2128,"Hey, it's been like three weeks!",anger,negative
2129,You slept with somebody three hours after you thought you broke up. I mean bullets have left guns slower!,disgust,negative
2130,Oh God.,sadness,negative
2131,No!,sadness,negative
2132,Oh not again!,anger,negative
2133,This-this happened when my grandfather died.,sadness,negative
2134,It's ugh!,disgust,negative
2135,Sorry.,sadness,negative
2136,Sorry. Sorry.,sadness,negative
2137,"Okay, I uh, I can't see you anymore.",sadness,negative
2138,Not yet! Not yet! Not yet! Not yet! Not yet! Not yet! Not yet! Not yet!,fear,negative
2139,I have never known love like this.,sadness,negative
2140,Yeah!,anger,negative
2141,All the time?,sadness,negative
2142,All the time!,anger,negative
2143,We're probably too old to do that now.,sadness,negative
2144,"All right. No, no, no, not a Richard thing, just put down the glass. And get out!",anger,negative
2145,"I'm sorry, but that's my happy place.",sadness,negative
2146,Do you think breaking up with him was a huge mistake?,sadness,negative
2147,"I'll bet he's totally over me, I'll bet he's fine.",sadness,negative
2148,"Okay, this isn't working. I'm still awake and now I have to pee.",disgust,negative
2149,"Rachel, it's not that your friend is bad, it's that she's so bad, she makes me want to put my finger through my eye into my brain and swirl it around.",disgust,negative
2150,"Ok, ok, so you're not a fan, but I mean, come on, you cannot do this to her.",sadness,negative
2151,"Oh, no no no no. Oh no no no no. I have to do this to her?",fear,negative
2152,"Ahh, no.",sadness,negative
2153,"Noo, I y'know I don't see why she has to play with you, that's all.",anger,negative
2154,I mean doesn't she have any y'know other stripper moms friends of her own?,anger,negative
2155,I'm not jealous.,anger,negative
2156,"Ugh. Wait, wait, wait.",sadness,negative
2157,This is the hardest letter I?ve ever had to write.,sadness,negative
2158,What the hell?s a matter with you?,disgust,negative
2159,How do you think Joey?s going to react when he finds out that you blew off his sister with a letter?,anger,negative
2160,What if Mary-Angela comes to the door and I ask for Mary-Angela?,fear,negative
2161,Where in Cuba?,sadness,negative
2162,"You uh, you may have been right about Jill.",sadness,negative
2163,"Umm, she kissed me.",sadness,negative
2164,Joey! The wedding is in less than an hour!,anger,negative
2165,"I know! I'm sorry! The guy's drunk, they won't let me go until we get this.",sadness,negative
2166,Oh my God! I'm gonna have to find another minister.,sadness,negative
2167,"No! No, I'm the minister! Alright, look-look, put em both on the phone, I'll marry them right now.",anger,negative
2168,"Ugh! Joey, I have to go.",sadness,negative
2169,Hey! Don't you hang up on me! I'll marry you and me right now! I have the power!,anger,negative
2170,"Estelle, you gotta get me some work. I-I lost my health insurance.",sadness,negative
2171,"Well, I think uhh, someone out there may have been bad mouthing you all over town.",sadness,negative
2172,Bastard!,anger,negative
2173,"I mean pretty soon they're gonna be having kids, and then they're just gonna be hanging out with other couples who have kids.",sadness,negative
2174,And then maybe they're gonna have to leave the city to be near a,sadness,negative
2175,I don't want them to move to a,sadness,negative
2176,She could be out of town. Maybe she'll be gone for months.,sadness,negative
2177,"By then, the cheesecake may have gone bad. We don't want her to come back to bad cheesecake.",fear,negative
2178,No that could kill her.,fear,negative
2179,But we should move quick.,fear,negative
2180,Because I think I just heard her moving around in there.,fear,negative
2181,Go! Go! Go! Go! Go! Go! Go! Go! Go! Go!,fear,negative
2182,"And I always figured, when the right one comes along, I'd be able to be a stand-up guy and go the distance, y'know?",sadness,negative
2183,Get off!,anger,negative
2184,We hate that guy.,disgust,negative
2185,Yeah. Hate him.,disgust,negative
2186,"We're sorry, Pheebs, we're sorry.",sadness,negative
2187,"...No, we hate him.",disgust,negative
2188,We're sorry.,sadness,negative
2189,Yes that was mine.,fear,negative
2190,Yes that would have made more sense.,sadness,negative
2191,"Y'know, I-I don't even feel like I know you anymore man!",anger,negative
2192,"Were you, or were you not on a gay cruise?",anger,negative
2193,"Oh hey! There's some kids playing in the street, you wanna go down there and give them a project, ruin their day?",anger,negative
2194,"Emily, do you think Monica realises how much our parents spent on this wedding?",anger,negative
2195,"Do you my sister's teeny-tiny little brain comprehends that people took time out of their lives to fly thousands of miles to be here, huh?",anger,negative
2196,"I realize that people are going to be disappointed. But, I'm sure they'll come back when we can do it right.",sadness,negative
2197,I can't ask people to do that? Would you ask people to do that?,anger,negative
2198,Don't you point your pants at me!,anger,negative
2199,We have no choice!,anger,negative
2200,"Anywhere that's half-decent would've be booked months ago, Ross don't you understand?",anger,negative
2201,This is our wedding I'm talking about.,anger,negative
2202,So what are you saying? It's now or never?,anger,negative
2203,Or?,anger,negative
2204,There's no or' in mind. What is wrong with these pants?!!,anger,negative
2205,It's not the pants.,anger,negative
2206,It's you that is backwards.,anger,negative
2207,"And if, and if you don't understand how important this is to me, well then, perhaps we shouldn't get married at all!",anger,negative
2208,"No, wait! Emily! No, wait, stop! Emily, please",sadness,negative
2209,Well next time ask! Or at least wait for me to ask!,anger,negative
2210,"Oh please, he didn't hear it! He didn't hear it!!",fear,negative
2211,NOOOO!!!!!!!!,anger,negative
2212,Would you look at this dump? He hated us. This is his final revenge!,disgust,negative
2213,Have you ever seen so much crap?,disgust,negative
2214,"Actually, I think this apartment sullies the good name of crap",anger,negative
2215,"If it's not you, this is a horrible story.",sadness,negative
2216,I wonder how long that milk  has been setting out.,disgust,negative
2217,"Hey, buddy!  Are you familiar with Section 11-B of the Health Code that requires all refuse material out the",anger,negative
2218,"Oh, so you're saying you'd choose convenience over health?!",disgust,negative
2219,"Okay, stop!",anger,negative
2220,"Y'know I mean it was really exciting at first but now it's like, okay, so where are we gonna eat ever?",anger,negative
2221,Go!,anger,negative
2222,"Now, if after dinner you still really need to bust someone, I know a hot dog vendor who picks his nose.",disgust,negative
2223,"No! No! Phoebe, come on! I don't want to switch! Please come on! I can throw wet paper towels here!",sadness,negative
2224,I know. I'm sorry.,sadness,negative
2225,"Well, I lost.",sadness,negative
2226,"Some little girl loaned her uniform to her nineteen year old sister, who went down to the U.S.S.",sadness,negative
2227,"Nimitz, and sold over 2,000 boxes.",anger,negative
2228,"Oh, I blew it. I wouldn't of even hired me.",sadness,negative
2229,"Oh, come here sweetie, listen, you're gonna go on like a thousand interviews before you get a job.",sadness,negative
2230,That's not how that was supposed to come out.,sadness,negative
2231,This is the worst Christmas ever.,sadness,negative
2232,I can't!,anger,negative
2233,It's too late!,anger,negative
2234,Terry already hired that girl over there.,sadness,negative
2235,"Look at her, she's even got waitress experience.",sadness,negative
2236,Last night she was teaching everybody how to make napkin....  swans.,sadness,negative
2237,"I'm so sorry, you guys. I didn't mean to bring you down.",sadness,negative
2238,"No, no, that's not what we ordered... We ordered a fat-free crust with extra cheese.",sadness,negative
2239,Hello? Who are we spying on?,sadness,negative
2240,"No, no!",disgust,negative
2241,What are you crazy?!,disgust,negative
2242,"Come on! When you go away, you-you have to play, it's like a law!",sadness,negative
2243,No-o-o!  No way!,disgust,negative
2244,"Well, it's about time.",anger,negative
2245,"Hey, it's my list.",anger,negative
2246,Shh!,anger,negative
2247,"Doogie, shh!",anger,negative
2248,Go!,anger,negative
2249,"Go little boy, go!",anger,negative
2250,"Well, they're just gonna have to wait aren't they? I've only got two hands!!",anger,negative
2251,No! You don't know the system! There'll be nobody messing with the system!,anger,negative
2252,....right?,anger,negative
2253,Right?,anger,negative
2254,"I mean it's pretty unbelievable y'know, I mean they just took off, took off without even looking back.",anger,negative
2255,"Y'know I don't, I don't need them, huh, I've got you guys now as friends, you and Susan.",anger,negative
2256,I ate a bug.,disgust,negative
2257,"Listen Ross, we ran out of gas, and we don't know where we are, so we can't get a tow truck.",fear,negative
2258,"Well, oh, I'm sorry your car broke down Pheebs, but I'm a little too busy with some of my real friends right now, but please call to let me know you got home safely okay?",anger,negative
2259,"No, I'm not gonna pick them up.",anger,negative
2260,"So you can either sulk here for a half hour and then go pick them up, or save us both time and sulk in the car.",anger,negative
2261,"No, Rachel doesn't want me to....",anger,negative
2262,"God, I feel so guilty about Ross.",sadness,negative
2263,"Oh, I know.",sadness,negative
2264,I kinda feel like it's my fault.,sadness,negative
2265,Kind of? If you just kept this to yourself none of this would've happened.,anger,negative
2266,"Well, I'm keeping so many things to myself these days, something was bound to slip out!",anger,negative
2267,"Well, I think it's very brave what you said.",anger,negative
2268,"Pheebs, what are you doing with the coat? How about the whole animal rights thing?",anger,negative
2269,"Well, I've been reading up and for your information, minks are not very nice.",anger,negative
2270,"Okay, I admit it!",anger,negative
2271,Oh no,fear,negative
2272,"Ross I'm so sorry. Okay. I-I will promise I will straighten this out with him tomorrow in person, or via e-mail.",sadness,negative
2273,I don't care about your dad! I care about Mona! She was there and now she's totally freaked out!,anger,negative
2274,Rachel!,anger,negative
2275,"All right, I promise. I'll fix this. I swear. I'll-I'll-I'll-I'll talk to her.",fear,negative
2276,Okay!,anger,negative
2277,Thank you!,anger,negative
2278,That's it?!,anger,negative
2279,Come on!,anger,negative
2280,"""We were on a break!""",anger,negative
2281,"""No we weren't!""",anger,negative
2282,Is this because of the burrito thing?,sadness,negative
2283,"No, to get a table! Places like this are always shakin' you down. Everybody wants to be paid off.",anger,negative
2284,It's so annoying.,disgust,negative
2285,Does it bug you?,sadness,negative
2286,You bug me.,disgust,negative
2287,You found my book?!,anger,negative
2288,"Joey, what-what are you doing going into my bedroom?!",anger,negative
2289,"Hey-hey, y'know what?",anger,negative
2290,"It's just a healthy expression of female sexuality, which by the way, you will never understand.",anger,negative
2291,"Well it's just my entire family was run out of Scotland byVikings. Anyway, lots of bad memories.",sadness,negative
2292,You can not play bagpipes at the wedding!!,anger,negative
2293,"Ooh, sorry! No-no-no, so close though, butbye-bye!",sadness,negative
2294,"Dad, please don't pick your teeth out here!",disgust,negative
2295,"Alright, and if you're gonna put your feet up, why don't you sit on the-",disgust,negative
2296,"Monica, leave him alone",anger,negative
2297,Will you hurry up?,sadness,negative
2298,And that they're going to be drinking alot!,anger,negative
2299,Well you're whippin' so slow! Can't you do it any faster?,anger,negative
2300,Joey!,anger,negative
2301,Come on!,anger,negative
2302,"I don't wanna make any mistakes, alright?",anger,negative
2303,"This is the only dessert and if I screw it up everybody's gonna be like Oh, remember that Thanksgiving when Rachel screwed up the trifle?",fear,negative
2304,"Ross, if you don't tell them, then I will!",anger,negative
2305,"Okay, fine!",anger,negative
2306,"Oh, y'know I-I can't hear that enough.",anger,negative
2307,"I'm sorry, I think that you just misunderstood her.",sadness,negative
2308,"No, I didn't misunderstand, okay? She was all over me! She touched my bicep for crying out loud!",anger,negative
2309,Well it's not flexed right now!,anger,negative
2310,"Umm, well I sorta have some bad news, can I come in?",sadness,negative
2311,"Umm, well, umm Grandma died.",sadness,negative
2312,"No, she just died today! Okay, umm, we're having a memorial service tomorrow.",sadness,negative
2313,"Well, lots of people! Look, are you coming to memorial service or not?",anger,negative
2314,"Fine. Okay, enjoy your concert.",disgust,negative
2315,Is this about me taking your watch?,sadness,negative
2316,"I'm sorry, I do that.",sadness,negative
2317,"Just you keep it, listen did you, did you tell anyone about us?",sadness,negative
2318,What about me?! You-you just said I could!,anger,negative
2319,I can't believe you're not picking me.,anger,negative
2320,"Fine, y'know what, that's it. From now on, Joey, I want you to be my best man.",anger,negative
2321,"Umm, slight change of plans. We've shut down.",sadness,negative
2322,"It's a money thing, we don't have any.",sadness,negative
2323,"Uh, hang out?! How long?",sadness,negative
2324,A week?,anger,negative
2325,No!,anger,negative
2326,Thanks.   Congratulations on your big break.,sadness,negative
2327,"They were huge. When she sneezed, bats flew out of them.",disgust,negative
2328,"I'm tellin' you, she leaned back; I could see her brain.",disgust,negative
2329,"When I first moved to the city, I went out a couple of times with this girl, really hot, great kisser, but she had the biggest Adam's apple.",disgust,negative
2330,It made me nuts.,disgust,negative
