,text,affect
413,Enjoying the nice couple dad with my brother to bad we never really see each other anymore...,sadness
414,"Just got finished watching marley and me, and I cried like a fucking baby...I'm missing my beast like crazy!",sadness
415,My phone passed away yesterday.. He jumped off the table  Searching for a new phone...,sadness
416,nobody loves me on twitter,sadness
417,Have you ever realized you never fully have everything you want?  feelin' down.,sadness
418,"Gutted, been invited to a bbq tomorrow night, gonna miss the BGT final   ...Wonder if they can wheel the TV outside??",sadness
419,supposed to be great weather today &amp; 2moro; just my luck Im stuck in work 1-10 both days!,sadness
420,"i lost all my friends, i'm alone and sleepy..i wanna go home",sadness
421,"Also, I'm really missing Sami... just thought I would throw that one out there...",sadness
422,i REALLY miss my photofiltre and photoscape  GIMP is too damn confusing,sadness
423,at last i wr0te again....got bored the previous dayss....,sadness
424,It's 4 am and I'm hungry,sadness
425,Why do weddings on TV make me cry? Is it just my inner desire to be eternally happy and start the rest of my life??,sadness
426,can't go to bed  An am sooooo tired!!!,sadness
427,man.. it's starting to rain real hard..,sadness
428,Just wrote lyrics to my new song exciting!I slept on a full stomach again it's the worst feeling waking up and still feeling full  euggh,sadness
429,got paid nowhere near as much as she thought she would,sadness
430,"Wow what a sunny day,  just recovering some erased files",happiness
431,I have not been this sick in years. OMG. This sucks so bad. Sickness ended up including a full restroom cleanup.,sadness
432,"How I wish I get at least 2 days-off in a row. 1 day off is not enough to rest.  3 days on, 1 day off, 4 days on, 1 day off...Ugh!!!",sadness
433,"Did a historical Jesus ever exist? Im finding it hard to prove, its all hearsay accounts ... it bugs me ...",anger
434,I never thought falling in love can cause so much pain...  good thing that I'm so over that phase!,sadness
435,is wondering where all her friends went...,happiness
436,The Good: I drank Jager and licked a hot asian girl's foot. The Bad: I was reminded once again that I will never get asian girls ever.,sadness
437,"3 hours sleep last night, all of my being wants to crawl into a ball somewhere and sleep for about 5 more hours. At work till six too",sadness
438,Finishing Homework.  BOOO,happiness
439,"Is so freaking bored on the bus. Hate being poor, ï¿½4.80 return for a 10 min train or ï¿½2 return for an HOUR long bus.ipod has no battery 2",sadness
440,Football session after this.fun,happiness
441,lost all my files since high school.,anger
442,job centre bound. oh yay.,happiness
443,Its a lovely day sky is clear birds are singing and i'm stuck in an office with on windows for 9 hours,sadness
444,"nothing could get worse, or could it? if it did i think id be on the verge of killing myself or someone else, things are not good anymore",sadness
445,todays weigh in....  only lost 1/2 pound this week :o depressing,sadness
446,writing report cards  soooo tired but what an amazing day. check it out on fb soon!,happiness
447,"Damn, got Chili Beans on my shirt  I hate that I can be a messy eater. Such a lady!",sadness
448,"i'm so sad, because my beloved boy doesn't online, i wait for him everyday..",sadness
449,"bwarg. can't sleep, tired of drawing.",sadness
450,"Don't have time to chat (sorry girls  Miss y'all!), but we have a new lawnmower... yeah, that was today's highlight. Tomorrow is...",sadness
451,Can't wait to come home! I miss my Bubba. Too bad my parents are taking him to Canada.,sadness
452,"laughed so much today over that picture of lauren, that my chest hurts.",happiness
453,I'm SAD SAD SAD!!! thought my aunty Stina coming but no more  i was so looking forward to having family..i miss dat! i'm alone on maui,sadness
454,has to do two 50 page assignments this weekend  there goes any chance of relaxation!!,sadness
455,Town. Uncle and Gabriel are coming in. I miss Gabe  Tempted to ask if I can go back to Baton Rouge with and stay with other side of fam...,sadness
456,lost my BA115 enlisted class in CRS!! ( whyyyy. hindi naman conflict or whatever.  ang labo ng CRS grabe. T.T,sadness
457,3rd day of pain,sadness
458,missed out on westcott micro apollo too,sadness
459,"Dad: &quot;No trips to Lahore for you.&quot; Me: &quot;I do live in DC &amp; NYC which also = big targets.&quot; Bummer, no Pizza Hut chicken tikka pizza for me",sadness
460,Last night I had 1/2 a bottle of wine in my house and 2 cocktails. Came home sober but still gonna be sick,sadness
461,Weather is back to being great! Shame I have to wait in for my delivery,sadness
462,I hate the &quot;out-of-nowhere&quot; stuff...,sadness
463,sick n tired of people who steal other people's work,sadness
464,back at work  its too warm to be in here today!!!,sadness
465,Lobbying in twitter! Here too!!  Yuk! Gettin rid of groupies ;),happiness
466,"Went to the Athletics Carnival today! Tired, very tired! I hurt my back when I jumped for the second time on the High Jump!",sadness
467,its too sunny for work  !!!,sadness
468,boys and girls lie? awww is santa not real either?,sadness
469,i miss my daddy,sadness
470,owww i think i tore something in my leg,sadness
471,Bah day is not ending as nicely as it began,sadness
472,"Already 26.1c in our office. Can people melt? We're fighting for air con because fans just don't help, but can't find the budget",sadness
473,Nevermind! Beyonce doesn't have a Twitter  Haha,happiness
474,It's too hot to be sat in an office!  I wanna be out in the sun shineeeee.,sadness
475,Is now crying  Omg I am fed up with this pain !!!,sadness
476,I'm up way to early today!  Work later.,sadness
477,im really tired.. not much time to sleep,sadness
478,sad day!!!!! Love you Maï¿½ (8 years ago!),sadness
479,Is going to get a full nights sleep tonight so her arm can get better. It's no fun being forced to use your left hand,sadness
480,... and itï¿½s FFA *evil grin* but Iï¿½m so busy at work today I wonï¿½t get anything done,sadness
481,"Fell down the stairs at dancing, sword fell on me and now my bum hurts",sadness
482,Why didn't I book today off as well could not be bothered with work the weather is too good to be in here,sadness
483,I hereby proclaim it to officially be summer as it is AWESOME today! But I'm stuck inside a chilly office,happiness
484,had the lovliest night last night but was ruined by doctors inability to warn me of side effects. back again for more tests.,happiness
485,Getting bored sitting at the hotel room the entire day,sadness
486,Bumping Air Supply's Greastest Hits,happiness
487,can't believe I'm peeling from one and a half days of sunshine,sadness
488,Will be flying to Ontario in 4 hours!Will probably stay awake.I will be there for a 8 days...Camping 4 the first time YAY!I am sleepy now,happiness
489,is going back home  love ya Zagrebe &lt;3,happiness
490,staring at the sunshine through my office window!,happiness
491,I wish I had a concept of what time it is right now....  not adjusting well. Obvs.,sadness
492,Feeling pretty poo today,sadness
493,I wanna go to the beach...but I have to study,sadness
494,What's worse than a fever and sore throat? Cancelling a trip to see your little bro because of a fever and sore throat.,sadness
495,On a brighter note.. still at work at 6:15 on Friday working on other peoples problems...  oh man. I'm SO eating pizza tonight. hoorah!,sadness
496,"Had a crazy night, lost keys, walked home, missed my papi's calls from the swizzy.    I'm sad",sadness
497,"Mooorning! It's Friday, and that's terrific! Smile up!    :-|      :-D",happiness
498,missed the #jonaswebcast,sadness
499,"At millys having some yummy asian food! Haha. And listening to let go, such a sad song",sadness
500,my blog is crashing my browser,sadness
501,My mind is playing tricks or me!...or could it be? Either way this ish is on my mind heavy and in sleepy,sadness
502,"#liesboystell Your the only one, I love (they really have several women)",sadness
503,sadly awake. wondering about contact info for all of the fun folks I hung out with at the shop. YAY 23b!!! Miss you guys,happiness
504,fuck elora danan are breaking up  too and im missing their last nsw show too  def need to hit up melbs !! someone come with ?,sadness
505,I guess its bedtime. Goodnight twitter.  my bed is so big and empty without him.,sadness
506,My car broke down.   Time to start looking at getting another.  If its not one thing its another.,sadness
507,My assistant had me watch The Notebook. I miss Deborah,sadness
508,it's official- the Twilight Saga has ended...*sigh*...my life is empty!,sadness
509,"Nooo! I'm ill  Must Have Paracetamol! Nice weather today, though.",sadness
510,"wow, serious hard time sleeping. on a decongestant and its keeping me wide awake. I JUST WANNA SLEEP",sadness
511,Good Morning Every1!!! Its gorgeous out again n im stuck in work  Wish i was at home chillin out.. Hopefully tha day goes quick  doh !!,happiness
512,Is going to miss Reemer for a couple of months now the tour is over,sadness
513,Someone bring me milk for my cookies!,happiness
514,low low low low low low low low low.............................,sadness
515,I'm slowly reallizing how this burn I got at work 5 hours ago really sucks,sadness
516,"on later than normal this morning, got attacked by a swarm of mini fly's after opening the veranda last night took an hour to get rid!!",happiness
517,knee surgery.... back home for about 6 weeks,sadness
518,My room is too hot to sleep in.,sadness
519,"Looks like a beautiful day...and I am off work til Sunday, yay!! No bbq as yet though, gonna have to postpone my invitations",happiness
520,is way too sleepy to be awake,sadness
521,"i hav a chance to win $10, $100, $1000.  i was given a free can of $ plant..have to wait till the plant grow to know if i won anythin!!?!",anger
522,I overslept  headache,sadness
523,i never knew a dentention was so hard 2 get,anger
524,"#freeagentapp free trial ran out today, cannot subscribe because Abby accidentally canceled my card - still waiting for a new one",sadness
