text,affect,sentiment
"Oh hey, great, you're up. Rachel, this is my sister Krista. Krista, this is Rachel.",neutral,neutral
Hi!,joy,positive
"Nice to meet you. I wish you'd told me we were having company, I'd fix myself up!",surprise,positive
Like it would help.,neutral,neutral
You are so bad!,joy,positive
You are!,joy,positive
You are!,joy,positive
You are!,joy,positive
You are!,joy,positive
You are!,joy,positive
You are!,joy,positive
You are so dead! I'm gonna get you.,joy,positive
"Uh, it was very nice meeting you.",neutral,neutral
"Oh my God, it's that Victoria's Secret model. Something... something Goodacre.",surprise,positive
"Hi Mom, it's Jill.",neutral,neutral
"She's right, it's Jill. Jill Goodacre. Oh my God. I am trapped in an ATM vestibule with Jill Goodacre!",surprise,positive
"Yeah, I'm fine. I'm just stuck at the bank, in an ATM vestibule.",neutral,neutral
Jill says vestibule... I'm going with vestibule.,neutral,neutral
"I'm fine. No, I'm not alone... I don't know, some guy.",neutral,neutral
"Oh! Some guy. Some guy. 'Hey Jill, I saw you with some guy last night. Yes, he was",joy,positive
Are you seeing anybody right now?,neutral,neutral
"Og-ee-op, I'm not asking for me, I'm I mean No, I'm-I'm not gay, I'm not asking you out.",fear,negative
I'm not-I'm not-I'm not gay!,fear,negative
Personal shopping? What is that? Like where you walk around with snooty rich people and tell them what to buy?,neutral,neutral
Uh-huh.,neutral,neutral
That sounds great!,surprise,positive
Hey!,neutral,neutral
"Umm, excuse me, we switched apartments. You can't eat are food anymore, that-that gravy train had ended.",anger,negative
There's gravy?,surprise,positive
If you have the big apartment you have to deal with people coming over all the time.,neutral,neutral
"That fridge has got to be stocked, okay, that's your department now.",neutral,neutral
What are you doing?,neutral,neutral
I think I left a donut up here.,neutral,neutral
"So, in conclusion, the lines all go up , so I'm happy.",neutral,neutral
Great job team!,joy,positive
Tomorrow at 8:30.,neutral,neutral
Phil!,joy,positive
Nice job.,joy,positive
Stevens!,joy,positive
Way to go!,joy,positive
"Joel-burg, you maniac!",joy,positive
I love ya!,joy,positive
Bing!,joy,positive
"Oh, excuse me. I forgot my briefcase y'know, by accident.",neutral,neutral
"Of course, you did.",joy,positive
Forgot something else too ya bastard!,joy,positive
"Well, what about you?",neutral,neutral
You're not feeling left out or anything are ya?,neutral,neutral
"No. No, not at all, that's-that's ridiculous.",sadness,negative
"Everybody else got one, and you want one too. Don't you?",joy,positive
"Ye-ye-yeah, yes I do!",sadness,negative
"Now get on out of here, you!",joy,positive
Hey Bob.,neutral,neutral
Hey! How's my pal Toby doing today?,joy,positive
"If I see him, I'll ask.",neutral,neutral
Toby!,joy,positive
Yeah!,joy,positive
Oh then you know each other.,neutral,neutral
We're on a semi-first name basis.,neutral,neutral
What do you think of adding him to our team?,neutral,neutral
"Bob? Ooh, working here with us? Everyday? Yeah, I don't know if he has what it takes.",surprise,negative
Really? They love him down on six.,surprise,negative
But this is eleven. It's almost twice as hard up here.,neutral,neutral
Hey! Guess what I got for your wedding!,joy,positive
A freakish thin date with a hanger for her head?,neutral,neutral
"No. Rachel hooked me up with a tux! But not just any tux, Batman's tux!",joy,positive
What?,surprise,negative
That's right! Made expressly for Val Kilmer and worn by him in the hit filmthat Batman film he was in.,joy,positive
You can't wear that! I'm wearing the famous tux! James Bond's tux!,anger,negative
So?,neutral,neutral
SoIf you wear that you'll make mine less special.,sadness,negative
"Sorry, I just don't like the idea of when I say ""I do,"" he's thinking, ""Yeah, I'd do her too!""",anger,negative
Well then we still have a problem.,neutral,neutral
Yeah!,neutral,neutral
With what?,neutral,neutral
"Well, we're trying to find someone to perform our wedding and they're all either boring or annoying or y'know, can't stop staring at the ladies.",neutral,neutral
Oo! You should have one of us do it!,joy,positive
"Phoebe, we're getting",neutral,neutral
No! No! It's-it's uh a real thing! Anyone can get ordained on the Internet and perform like weddings and stuff!,joy,positive
I call it!!,joy,positive
What?! No! It was my idea!,anger,negative
Guys thank you very much but neither of you is marrying us.,neutral,neutral
Does calling it not mean anything anymore?!,anger,negative
"We are going to have a legitimate member of the clergy! And when I say legitimate I mean, gay and in control of his saliva!",neutral,neutral
"See, I see.... big passion in your future.",joy,positive
Really?,surprise,positive
I do.,neutral,neutral
"Oh Ross, you're so great. [she playfully rubs his head and gets up]",joy,positive
"That was supposed to be a good thing, I forget why.",neutral,neutral
"Just listen, Monica, I, do you know, okay, do you know, I couldn't sleep for like a month because I got like a dot of ink on one of the sofa cushions.",neutral,neutral
"Well, you-you coulda just turned the cushion over.",neutral,neutral
"Yeah, I would've except I had a big spaghetti stain on the other side.",neutral,neutral
What?!?!,surprise,negative
"Okay, this is what I'm talking about, this. I-I need to live in a land where people can spill.",neutral,neutral
You can spill. In the sink.,neutral,neutral
"Aw, honey it's not your fault, y'know this is who you are, and I love you, and I want us to be friends, and if I keep living here I don't see that happening.",sadness,negative
"I love you, too.",joy,positive
"Aww, good.  What?",joy,positive
What? I'm just said.,sadness,negative
"No you're not, you're wondering which cushion it is.",neutral,neutral
Oh my God! Are you serious?!,surprise,positive
Uh-huh.,neutral,neutral
I would love to live with you Ross.. that's-that's great! Thank you!,joy,positive
"Well, I'm-I'm just glad I could, y'know, help you out.",neutral,neutral
"Ross-Ross, you have no idea what this means to me!",joy,positive
"I mean, I mean I was gonna be homeless.",sadness,negative
You just saved me!,joy,positive
You're my hero!,joy,positive
"Hero, I uh, I don't knowwell, all right.",neutral,neutral
"Oh, I have to go tell Monica what a wonderful brother she has!",joy,positive
"Oh please!   You're gonna say things now, aren't ya?",joy,positive
No.,neutral,neutral
"No, I won't.",neutral,neutral
"But I should tell you this, this exact same thing happened to my roommate Denise.",neutral,neutral
"She moved in with a guy who was secretly married to her and he said he didn't love her, but he really did, and it just blew up!",anger,negative
"...Dammit, hire the girl!  Okay, everybody ready?",anger,negative
"Uh, listen, I just wanna thank you for this great opportunity.",joy,positive
Lose the robe.,neutral,neutral
Me?,surprise,negative
That's great.,joy,positive
"Well, I'm gonna get another espresso. Can I get you another latte?",neutral,neutral
"No, no, I'm still working on mine.",neutral,neutral
That's it?,surprise,negative
"Yeah, it was really hard.",sadness,negative
"Oh, yeah, that hug looked pretty brutal.",neutral,neutral
"Ok, you weren't there.",anger,negative
"Wow! That's ah, that's pretty nice!",joy,positive
Pretty nice?,neutral,neutral
"You'll have to pardon my roommate, he wanted to marry this.",neutral,neutral
"We don't have 50 bucks, but would you be willing to trade for it? We've got a canoe.",neutral,neutral
"Y'know, I, I really don't think we need a canoe.",neutral,neutral
You gotta take the canoe!,anger,negative
"All right, just, just take the entertainment center, and then when you get home, throw the canoe away!",neutral,neutral
We're not throwing it away! I built that canoe!,anger,negative
Good for you!!,anger,negative
Pheebs?,neutral,neutral
Yeah?,neutral,neutral
"Okay. Then I guess it's just, wait here then.   Hi. I need one fake ticket to Yemen.",neutral,neutral
One ticket to Yemen?,surprise,negative
"Oh no-no-no, no. No, no, no, I just, I just need a pretend ticket.",neutral,neutral
"I'm sorry sir, I don't understand.",surprise,negative
What would you give to a kid if he wanted a ticket to play with?,neutral,neutral
Are you travelling with a child?,neutral,neutral
No.,neutral,neutral
"All right, y'know what, she's  gonna think that I'm handing you a credit card, but what I'm really gonna do is hand you a library card.",neutral,neutral
"Okay, but this is the last time.",neutral,neutral
"With a chick-chick here, and a chick-chick there.",joy,positive
"Here a chick, there a chick, everywhere a chick-chick--chickeeeen.",joy,positive
Hey.,neutral,neutral
Hey.,neutral,neutral
How's she doing?,neutral,neutral
She?,surprise,positive
"Well yeah, don't-don't you think it's a she?",neutral,neutral
"I don't know.  I can't tell, what ever it was went back in too quickly.",neutral,neutral
"Well, anyway, I got to go change, I'm ah, meeting some of the cast for drinks.",neutral,neutral
Excuse me?,surprise,negative
What?,neutral,neutral
"Okay, good, so there you go. Go with Vince.",joy,positive
"Yeah, but Jason's really sensitive.",neutral,neutral
"Well sensitive is important, pick him.",neutral,neutral
Yeah.,neutral,neutral
"Oh sure, go with the sissy.",disgust,negative
Jason is not a sissy!,anger,negative
"Oh no-no-no-no, I meant Chandler.",anger,negative
Hi.,neutral,neutral
"So uh, apparently people are familiar with the Europe story?",neutral,neutral
Yeah.,neutral,neutral
"Listen about that, the whole uh, who came on to who thing really doesn't matter.",neutral,neutral
"I mean, I think it would've happened either way.",neutral,neutral
I mean if you hadn't initiated it I-I-I know I would've.,neutral,neutral
It was an amazing night.,joy,positive
It was. It was an amazing night.,joy,positive
You think it looked amazing?,sadness,negative
Do we have a name yet?,neutral,neutral
"No, not yet.",neutral,neutral
"That's fine, for now we'll just call her Baby Girl Green.",neutral,neutral
"Oh no, Baby Girl Geller-Green.",neutral,neutral
Hello baby girl.,joy,positive
"Ah-ha, nowhere to run!",joy,positive
I don't like sitting up here! I'm just gonna over,anger,negative
No Rachel! They got here first!,anger,negative
Why is Ross doing that?,neutral,neutral
DANGER,fear,negative
Oh my God! Why is he jumping on those women!,surprise,negative
No that's all right. Don't worry about it.,neutral,neutral
Oh but look! That's gonna leave a stain!,disgust,negative
Rach! Hey! It's fine! You're at Joey's!,joy,positive
Really?,surprise,positive
Yeah! Look!,neutral,neutral
I've never lived like this before.,disgust,negative
I know.,neutral,neutral
"All right, don't waste it, I mean its still food.",neutral,neutral
"Hey Joey, is this the bed where Olivia lost her virginity?",neutral,neutral
"I don't know, but one of the extras sure did!  Hey, listen    Rach. Thanks again for coming down to watch my scenes!",joy,positive
"Oh, please!Honey, just the fact that you want me here to support    you, I'm...OH MY GOD!Is that Christian Sanders?He's so",surprise,positive
Also so,neutral,neutral
"Oh, in my head he's done some pretty ""not-gay-stuff""!",neutral,neutral
"Well, at the Christmas party him and Santa did some definitely    gay stuff!",neutral,neutral
"OK, you've got to promise that you'll never, ever tell Ross that I told you.",neutral,neutral
About what?,neutral,neutral
He's planning your birthday party.,neutral,neutral
Oh my God! I love him!,joy,positive
You'd better act surprised.,fear,negative
About what?,neutral,neutral
My surprise party!,joy,positive
What surprise party?,surprise,positive
Oh stop it. Joey already told me.,joy,positive
"Well, he didn't tell me.",neutral,neutral
"Hey, don't look at me. This is Ross's thing.",neutral,neutral
